interval,player_id,player_name,teams,country,matches_played,batting_innings,runs,balls_faced,fours,sixes,avg_runs_per_game,batting_strike_rate,bowling_innings,balls_bowled,overs_bowled_equivalent,maidens,runs_conceded,wickets,bowling_economy,bowling_strike_rate,batting_hand,batting_style_raw,bowling_hand,bowling_style,bowling_style_raw
2020-2023,4660,Chirag Suri,United Arab Emirates,United Arab Emirates,23,23,636,961,70,9,27.65,66.18,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,"Right arm Off Break, Leg Break Googly"
2020-2023,4238,Chris Jordan,England,,4,3,15,23,0,0,3.75,65.22,4,128,21.33,0,139,3,6.52,42.67,,,,,
2020-2023,3237,Chris Mpofu,Zimbabwe,,1,1,9,8,0,0,9.0,112.5,1,60,10.0,0,68,2,6.8,30.0,,,,,
2020-2023,3846,Chris Woakes,England,,23,20,338,394,34,2,14.7,85.79,23,1099,183.17,12,866,31,4.73,35.45,,,,,
2020-2023,6245,Christopher Greaves,Scotland,,23,19,333,370,30,7,14.48,90.0,19,560,93.33,2,523,23,5.6,24.35,,,,,
2020-2023,6556,Christopher McBride,Scotland,,18,17,386,539,50,2,21.44,71.61,7,132,22.0,0,100,3,4.55,44.0,,,,,
2020-2023,4577,Christopher Sole,Scotland,,19,9,55,54,7,0,2.89,101.85,19,968,161.33,12,787,35,4.88,27.66,,,,,
2020-2023,4844,Chundangapoyil Puthiyapurayil Rizwan,United Arab Emirates,,34,33,762,1282,53,2,22.41,59.44,4,54,9.0,0,40,1,4.44,54.0,Right,Right Handed,Right,Leg Break,Right arm Leg Break
2020-2023,5475,Clayton Floyd,Netherlands; Netherlands won in super over after scores were tied,Netherlands,9,4,13,17,2,0,1.44,76.47,9,378,63.0,3,305,5,4.84,75.6,Right,Right hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,6654,Clive Madande,Zimbabwe,Zimbabwe,12,9,217,290,22,0,18.08,74.83,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,6149,Cole McConchie,New Zealand,,6,5,126,127,11,3,21.0,99.21,5,168,28.0,1,135,4,4.82,42.0,,,,,
2020-2023,5508,Colin Ackermann,Netherlands,,16,15,427,543,45,2,26.69,78.64,16,548,91.33,3,451,9,4.94,60.89,,,,,
2020-2023,3936,Colin de Grandhomme,New Zealand,New Zealand,7,6,109,109,11,3,15.57,100.0,7,252,42.0,2,184,6,4.38,42.0,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4004,Confidence Tinotenda Mutombodzi,Zimbabwe,,3,3,65,74,9,0,21.67,87.84,2,60,10.0,0,81,1,8.1,60.0,Right,Right Handed,Right,Leg Break,Right arm Leg Break
2020-2023,3780,Craig Ervine,Zimbabwe,,23,22,723,919,94,2,31.43,78.67,0,0,,0,0,0,,,,,,,
2020-2023,4712,Craig Overton,England,England,6,5,68,76,4,1,11.33,89.47,5,242,40.33,2,202,5,5.01,48.4,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,3946,Craig Wallace,Scotland,,4,4,92,103,9,2,23.0,89.32,0,0,,0,0,0,,,,,,,
2020-2023,5027,Craig Williams,Namibia,,13,13,379,469,34,7,29.15,80.81,6,162,27.0,0,133,2,4.93,81.0,,,,,
2020-2023,4328,Craig Young,Ireland,,31,18,105,125,7,3,3.39,84.0,29,1415,235.83,11,1308,46,5.55,30.76,,,,,
2020-2023,5844,Curtis Campher,Ireland,Ireland,35,27,872,1071,86,10,24.91,81.42,28,969,161.5,3,946,28,5.86,34.61,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4729,D'Arcy Short,Australia,,4,4,128,170,9,0,32.0,75.29,2,48,8.0,0,55,0,6.88,,,,,,
2020-2023,4711,Damien Ravu,Match tied; Papua New Guinea,,10,10,79,118,7,2,7.9,66.95,10,402,67.0,3,344,8,5.13,50.25,,,,,
2020-2023,3766,Dan Christian,Australia,,1,0,0,0,0,0,0.0,,0,0,,0,0,0,,,,,,,
2020-2023,6795,Dane Cleaver,New Zealand,New Zealand,1,1,32,37,3,0,32.0,86.49,0,0,,0,0,0,,,Right,Right hand Bat,,Leg Break,Leg Break
2020-2023,6299,Daniel Birrell,Jersey,Jersey,1,1,0,1,0,0,0.0,0.0,1,60,10.0,0,54,1,5.4,60.0,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2020-2023,5959,Danish Aziz,Pakistan,Pakistan,2,2,12,20,2,0,6.0,60.0,2,30,5.0,0,27,0,5.4,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,4487,Danushka Gunathilaka,Sri Lanka,,9,9,352,390,44,4,39.11,90.26,4,96,16.0,0,75,2,4.69,48.0,,,,,
2020-2023,5343,Darius D'Silva,United Arab Emirates,,3,3,47,105,7,0,15.67,44.76,3,84,14.0,2,47,4,3.36,21.0,,,,,
2020-2023,3703,Darren Bravo,West Indies,,12,12,270,389,17,9,22.5,69.41,0,0,,0,0,0,,,,,,,
2020-2023,4850,Daryl Mitchell,New Zealand,,39,35,1577,1608,128,44,40.44,98.07,14,291,48.5,1,275,13,5.67,22.38,,,,,
2020-2023,5839,Daryn Dupavillon,South Africa,,2,1,17,10,2,1,8.5,170.0,2,66,11.0,0,51,1,4.64,66.0,,,,,
2020-2023,4476,Dasun Shanaka,Sri Lanka,,47,42,816,984,64,18,17.36,82.93,33,750,125.0,3,711,17,5.69,44.12,,,,,
2020-2023,3783,David Miller,South Africa,,47,39,1400,1261,103,55,29.79,111.02,0,0,,0,0,0,,,,,,,
2020-2023,6664,David Payne,England,,1,0,0,0,0,0,0.0,,1,54,9.0,1,38,1,4.22,54.0,,,,,
2020-2023,3637,David Warner,Australia,,45,45,1942,1905,213,52,43.16,101.94,0,0,,0,0,0,,,,,,,
2020-2023,4228,David Wiese,Namibia,Namibia,9,9,228,254,14,5,25.33,89.76,9,443,73.83,3,370,6,5.01,73.83,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4420,David Willey,England,,27,19,384,354,34,18,14.22,108.47,26,1241,206.83,17,1078,48,5.21,25.85,,,,,
2020-2023,4694,Dawid Malan,England,,29,29,1426,1458,147,32,49.17,97.81,2,15,2.5,0,17,1,6.8,15.0,,,,,
2020-2023,7443,Dean Foxcroft,New Zealand,South Africa,1,1,0,1,0,0,0.0,0.0,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4557,Deepak Chahar,India,,10,7,185,185,16,8,18.5,100.0,9,384,64.0,3,360,14,5.62,27.43,,,,,
2020-2023,4404,Deepak Hooda,India,,10,7,153,189,10,1,15.3,80.95,6,150,25.0,1,119,3,4.76,50.0,,,,,
2020-2023,6503,Dev Khanal,Nepal,Nepal,10,10,253,390,17,4,25.3,64.87,2,18,3.0,0,20,0,6.67,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,5924,Devon Conway,New Zealand,,32,31,1246,1388,154,16,38.94,89.77,0,0,,0,0,0,,,,,,,
2020-2023,6033,Dhananjaya Lakshan,Sri Lanka,,3,2,4,13,0,0,1.33,30.77,3,66,11.0,0,76,1,6.91,66.0,,,,,
2020-2023,4472,Dhananjaya de Silva,Sri Lanka,,48,43,1051,1300,105,9,21.9,80.85,40,1222,203.67,0,1008,22,4.95,55.55,,,,,
2020-2023,5369,Dillon Heyliger,Canada,Canada,2,2,7,8,1,0,3.5,87.5,2,78,13.0,0,45,1,3.46,78.0,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,6859,Dilshan Madushanka,Sri Lanka,,15,9,33,74,5,0,2.2,44.59,15,734,122.33,5,746,31,6.1,23.68,,,,,
2020-2023,3871,Dimuth Karunaratne,Sri Lanka,,22,22,730,853,77,1,33.18,85.58,0,0,,0,0,0,,,,,,,
2020-2023,3779,Dinesh Chandimal,Sri Lanka,,11,10,255,336,17,4,23.18,75.89,0,0,,0,0,0,,,,,,,
2020-2023,6034,Dion Myers,Zimbabwe,,5,5,96,157,9,0,19.2,61.15,1,12,2.0,0,13,1,6.5,12.0,,,,,
2020-2023,4809,Dipendra Singh Airee,Match tied; Nepal,Nepal,46,45,781,1071,68,11,16.98,72.92,42,1724,287.33,15,1132,35,3.94,49.26,Right,Right hand Bat,Right,Medium,"Right arm Medium, Right arm Off Break"
2020-2023,6614,Divan Cock,Namibia,,16,16,313,467,38,6,19.56,67.02,1,12,2.0,0,9,0,4.5,,,,,,
2020-2023,4602,Dogodo Bau,Papua New Guinea,Papua New Guinea,4,3,34,48,1,0,8.5,70.83,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,5194,Dominic Blampied,Jersey,,3,2,7,13,1,0,2.33,53.85,3,78,13.0,1,77,0,5.92,,,,,,
2020-2023,6458,Dominic Drakes,West Indies,,3,2,11,17,0,0,3.67,64.71,3,114,19.0,2,73,2,3.84,57.0,,,,,
2020-2023,6197,Dominique Rikhi,United States,,2,2,3,14,0,0,1.5,21.43,0,0,,0,0,0,,,,,,,
2020-2023,4314,Donald Tiripano,Zimbabwe; Zimbabwe won in super over after scores were tied,,7,7,93,81,5,7,13.29,114.81,7,288,48.0,0,334,8,6.96,36.0,,,,,
2020-2023,3911,Doug Bracewell,New Zealand,,2,2,63,60,3,2,31.5,105.0,2,84,14.0,3,47,4,3.36,21.0,,,,,
2020-2023,6655,Dunith Nethmika Wellalage,Sri Lanka,,18,15,207,269,16,5,11.5,76.95,16,722,120.33,2,671,21,5.58,34.38,Left,Left Handed,Left,Orthodox,Slow Left arm Orthodox
2020-2023,7299,Dushan Hemantha,Sri Lanka,,5,4,39,39,3,1,7.8,100.0,4,210,35.0,0,193,2,5.51,105.0,,,,,
2020-2023,4380,Dushmantha Chameera,Sri Lanka,,25,19,137,241,9,3,5.48,56.85,24,1136,189.33,8,1058,33,5.59,34.42,,,,,
2020-2023,4589,Dwaine Pretorius,South Africa,South Africa,5,3,57,79,5,1,11.4,72.15,4,122,20.33,0,134,6,6.59,20.33,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4788,Dylan Budge,Scotland,,14,12,186,242,14,1,13.29,76.86,6,114,19.0,0,85,0,4.47,,,,,,
2020-2023,4925,Ebadot Hossain,Bangladesh,,12,7,3,14,0,0,0.25,21.43,11,540,90.0,4,504,22,5.6,24.55,,,,,
2020-2023,5200,Elliot J B Miles,Jersey,,4,3,2,9,0,0,0.5,22.22,4,174,29.0,1,165,4,5.69,43.5,,,,,
2020-2023,4961,Elmore Hutchinson,United States,,7,5,71,94,4,4,10.14,75.53,7,234,39.0,3,144,4,3.69,58.5,,,,,
2020-2023,3416,Eoin Morgan,England,,15,13,353,394,42,9,23.53,89.59,0,0,,0,0,0,,,,,,,
2020-2023,7306,Ethan Carl D'Souza,United Arab Emirates,United Arab Emirates,3,2,9,19,1,0,3.0,47.37,0,0,,0,0,0,,,Left,Left hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4538,Evin Lewis,West Indies,West Indies,9,9,445,522,39,16,49.44,85.25,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,4826,Fabian Allen,West Indies,,8,6,111,102,7,6,13.88,108.82,7,306,51.0,0,267,3,5.24,102.0,,,,,
2020-2023,4690,Faheem Ashraf,Pakistan,Pakistan,11,9,62,79,5,1,5.64,78.48,11,492,82.0,3,460,6,5.61,82.0,Left,Left hand Bat,Right,Medium,Right arm Medium
2020-2023,4654,Fakhar Zaman,Pakistan,Pakistan,36,35,1534,1681,163,42,42.61,91.26,0,0,,0,0,0,,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,4363,Fareed Ahmad Malik,Afghanistan,Afghanistan,10,4,36,56,1,1,3.6,64.29,10,462,77.0,4,382,16,4.96,28.88,Left,Left hand Bat,Left,Fast Medium,Left arm Fast Medium
2020-2023,5955,Fazalhaq Farooqi,Afghanistan,Afghanistan,27,14,16,51,2,0,0.59,31.37,26,1178,196.33,12,1054,38,5.37,31.0,Right,Right hand Bat,Left,Fast Medium,Left arm Fast Medium
2020-2023,5763,Figy John,United Arab Emirates,,1,1,32,37,4,0,32.0,86.49,0,0,,0,0,0,,,,,,,
2020-2023,5956,Finn Allen,New Zealand,,22,21,582,624,78,14,26.45,93.27,0,0,,0,0,0,,,,,,,
2020-2023,4794,Fred Klaassen,Netherlands,,15,12,38,64,1,1,2.53,59.38,15,807,134.5,7,603,22,4.48,36.68,,,,,
2020-2023,6175,Gajanand Singh,United States,,32,32,986,1178,90,18,30.81,83.7,5,113,18.83,1,95,6,5.04,18.83,,,,,
2020-2023,5298,Gareth Delany,Ireland,,21,18,234,246,20,6,11.14,95.12,13,390,65.0,0,410,7,6.31,55.71,,,,,
2020-2023,4234,Gary Ballance,Zimbabwe,,5,5,157,196,16,0,31.4,80.1,0,0,,0,0,0,,,,,,,
2020-2023,5348,Gaudi Toka,Papua New Guinea,Papua New Guinea,15,15,165,293,14,2,11.0,56.31,5,99,16.5,2,110,3,6.67,33.0,Left,Left hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4438,Gavin Main,Scotland,,13,4,82,87,7,1,6.31,94.25,13,619,103.17,10,539,30,5.22,20.63,,,,,
2020-2023,3752,George Dockrell,Ireland,,35,27,756,802,64,19,21.6,94.26,19,540,90.0,0,527,17,5.86,31.76,,,,,
2020-2023,5550,George Linde,South Africa,,2,2,27,29,3,0,13.5,93.1,2,90,15.0,1,72,3,4.8,30.0,,,,,
2020-2023,4435,George Munsey,Scotland,,28,27,1031,1213,99,28,36.82,85.0,0,0,,0,0,0,,,,,,,
2020-2023,7482,George Scrimshaw,England,,2,0,0,0,0,0,0.0,,1,52,8.67,0,66,3,7.62,17.33,,,,,
2020-2023,7155,Gerald Coetzee,South Africa,South Africa,14,7,57,90,4,1,4.07,63.33,14,666,111.0,1,720,31,6.49,21.48,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,5026,Gerhard Erasmus,Namibia,,35,34,1467,1824,109,32,41.91,80.43,23,725,120.83,5,532,20,4.4,36.25,,,,,
2020-2023,3969,Glenn Maxwell,Australia,,28,27,1018,737,84,56,36.36,138.13,24,1021,170.17,3,859,20,5.05,51.05,,,,,
2020-2023,4647,Glenn Phillips,New Zealand,,30,24,735,754,55,30,24.5,97.48,20,462,77.0,1,471,12,6.12,38.5,,,,,
2020-2023,6783,Graham Hume,Ireland,,13,4,27,47,1,0,2.08,57.45,12,525,87.5,4,485,20,5.54,26.25,,,,,
2020-2023,6459,Gudakesh Motie,West Indies,West Indies,10,6,60,69,6,3,6.0,86.96,10,535,89.17,5,340,18,3.81,29.72,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,3877,Gulbadin Naib,Afghanistan,Afghanistan,14,12,166,201,16,4,11.86,82.59,13,503,83.83,1,484,13,5.77,38.69,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,6199,Gulshan Kumar Jha,Nepal,Nepal,24,20,488,650,34,22,20.33,75.08,22,692,115.33,2,729,21,6.32,32.95,Left,Left hand Bat,Right,Medium,Right arm Medium
2020-2023,7452,Gus Atkinson,England,,9,6,63,50,10,1,7.0,126.0,9,382,63.67,0,388,11,6.09,34.73,,,,,
2020-2023,4287,Gyanendra Malla,Nepal,Nepal,31,31,733,1129,71,15,23.65,64.92,2,18,3.0,0,18,1,6.0,18.0,Right,Right hand Bat,,,
2020-2023,5845,Haider Ali,Pakistan,Pakistan,2,2,42,33,4,2,21.0,127.27,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,3829,Hamish Bennett,New Zealand,,3,0,0,0,0,0,0.0,,3,174,29.0,1,199,6,6.86,29.0,,,,,
2020-2023,4789,Hamza Tahir,Scotland,Scotland,25,6,26,76,2,0,1.04,34.21,24,1116,186.0,6,805,27,4.33,41.33,Right,Right hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,4399,Hardik Pandya,India,,32,23,812,775,63,27,25.38,104.77,26,825,137.5,10,747,30,5.43,27.5,,,,,
2020-2023,5771,Haris Rauf,Pakistan,Pakistan,37,16,68,90,6,4,1.84,75.56,37,1835,305.83,11,1822,69,5.96,26.59,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,4225,Haris Sohail,Pakistan,Pakistan,4,4,135,151,9,4,33.75,89.4,0,0,,0,0,0,,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,6997,Harishankar Shah,Nepal,Nepal,3,3,9,25,1,0,3.0,36.0,3,60,10.0,1,55,0,5.5,,Left,Left hand Bat,,,
2020-2023,5213,Harrison Carlyon,Jersey,,5,5,143,166,16,6,28.6,86.14,4,180,30.0,2,141,2,4.7,90.0,,,,,
2020-2023,6470,Harry Brook,England,,15,15,407,429,39,13,27.13,94.87,0,0,,0,0,0,,,,,,,
2020-2023,5476,Harry Tector,Ireland,,43,39,1606,1919,126,41,37.35,83.69,7,192,32.0,0,200,3,6.25,64.0,,,,,
2020-2023,5398,Harsh Thaker,Canada,Canada,5,5,86,170,3,3,17.2,50.59,5,258,43.0,3,144,6,3.35,43.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4579,Hasan Ali,Pakistan,Pakistan,13,9,103,80,10,7,7.92,128.75,13,640,106.67,2,703,18,6.59,35.56,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,5842,Hasan Mahmud,Bangladesh,Bangladesh,22,14,49,105,6,0,2.23,46.67,21,957,159.5,7,963,30,6.04,31.9,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,4239,Hashmatullah Shahidi,Afghanistan,Afghanistan,34,34,1023,1409,91,9,30.09,72.6,0,0,,0,0,0,,,Left,Left hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4956,Hayden Walsh,West Indies,,17,10,124,175,14,1,7.29,70.86,17,828,138.0,1,731,24,5.3,34.5,,,,,
2020-2023,6998,Hazrat Bilal,United Arab Emirates,United Arab Emirates,7,4,24,69,0,1,3.43,34.78,7,270,45.0,4,212,8,4.71,33.75,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4731,Heinrich Klaasen,South Africa,South Africa,40,37,1472,1205,125,54,36.8,122.16,2,30,5.0,0,33,0,6.6,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4817,Hendrik Erasmus van der Dussen,South Africa,,44,42,1696,1895,147,25,38.55,89.5,1,6,1.0,0,3,1,3.0,6.0,Right,Right Handed,Right,Leg Break,Right arm Leg Break
2020-2023,4509,Henry Nicholls,New Zealand,,30,30,936,1177,91,9,31.2,79.52,0,0,,0,0,0,,,,,,,
2020-2023,7116,Henry Shipley,New Zealand,,8,6,18,39,0,0,2.25,46.15,8,387,64.5,4,359,15,5.57,25.8,,,,,
2020-2023,6704,Hila Vare,Papua New Guinea,,6,5,20,28,2,0,3.33,71.43,0,0,,0,0,0,,,,,,,
2020-2023,4529,Hiri Hiri,Papua New Guinea,Papua New Guinea,27,27,367,678,25,5,13.59,54.13,3,42,7.0,0,57,1,8.14,42.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,5759,Ian Holland,United States,,11,10,292,383,24,1,26.55,76.24,10,490,81.67,6,366,14,4.48,35.0,,,,,
2020-2023,5471,Ibrahim Zadran,Afghanistan,Afghanistan,27,27,1285,1561,132,18,47.59,82.32,0,0,,0,0,0,,,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4488,Iftikhar Ahmed,Pakistan; Zimbabwe won in super over after scores were tied,Pakistan,24,20,546,503,46,17,22.75,108.55,18,658,109.67,2,641,15,5.84,43.87,Right,Right hand Bat,,,
2020-2023,7190,Ihsanullah,Pakistan,Pakistan,1,0,0,0,0,0,0.0,,1,48,8.0,0,60,0,7.5,,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,4928,Ikram Alikhil,Afghanistan,Afghanistan,9,4,93,110,8,3,10.33,84.55,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,4706,Imam-ul-Haq,Pakistan,Pakistan,35,34,1415,1660,118,15,40.43,85.24,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,6198,Innocent Kaia,Zimbabwe,Zimbabwe,19,19,450,695,40,5,23.68,64.75,2,28,4.67,0,22,0,4.71,,Right,Right hand Bat,,Leg Break,Leg Break
2020-2023,4243,Ish Sodhi,New Zealand,,20,11,134,188,4,6,6.7,71.28,18,895,149.17,3,821,24,5.5,37.29,,,,,
2020-2023,4544,Ishan Pranav Kumar Pandey Kishan,India,India,27,24,933,913,95,33,34.56,102.19,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,3699,Isuru Udana,Sri Lanka,,6,6,66,68,4,2,11.0,97.06,6,270,45.0,1,319,6,7.09,45.0,,,,,
2020-2023,4637,JJ Smuts,South Africa,,6,5,180,229,20,1,30.0,78.6,4,180,30.0,1,164,4,5.47,45.0,,,,,
2020-2023,7128,Jack Jarvis,Scotland,Scotland,3,3,28,47,1,1,9.33,59.57,3,60,10.0,0,71,0,7.1,,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,5930,Jacob Duffy,New Zealand,,6,2,1,6,0,0,0.17,16.67,6,286,47.67,1,321,11,6.73,26.0,,,,,
2020-2023,5402,Jahmar Hamilton,West Indies,,1,1,5,16,0,0,5.0,31.25,0,0,,0,0,0,,,,,,,
2020-2023,5198,Jake Dunford,Jersey,,5,4,10,27,0,0,2.0,37.04,0,0,,0,0,0,,,,,,,
2020-2023,4926,James Alexander McCollum,Ireland,,2,2,23,40,4,0,11.5,57.5,0,0,,0,0,0,,,Right,Right Handed,Right,Medium,Right arm Medium
2020-2023,3986,James Neesham,New Zealand,,17,15,248,236,15,10,14.59,105.08,17,676,112.67,2,742,12,6.59,56.33,,,,,
2020-2023,4419,James Vince,England,,12,11,351,404,38,3,29.25,86.88,2,42,7.0,0,38,1,5.43,42.0,,,,,
2020-2023,7483,Jamie Smith,England,,2,1,9,10,0,0,4.5,90.0,0,0,,0,0,0,,,,,,,
2020-2023,5031,Jan Frylinck,Namibia,,23,19,329,405,19,5,14.3,81.23,22,984,164.0,14,739,24,4.51,41.0,,,,,
2020-2023,5961,Jan Nicol Loftie-Eaton,Namibia,Namibia,32,29,718,962,52,9,22.44,74.64,15,332,55.33,1,285,10,5.15,33.2,Left,Left hand Bat,Right,Medium,"Right arm Medium, Leg Break"
2020-2023,5766,Jan-Izak de Villiers,Namibia,Namibia,2,1,0,2,0,0,0.0,0.0,2,57,9.5,0,66,2,6.95,28.5,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,4848,Janneman Malan,South Africa,,23,22,958,1150,97,16,41.65,83.3,0,0,,0,0,0,,,,,,,
2020-2023,4952,Jaskaran Malhotra,Match tied; United States,,13,13,377,390,19,23,29.0,96.67,4,102,17.0,0,67,2,3.94,51.0,,,,,
2020-2023,4705,Jason Behrendorff,Australia,,1,1,2,8,0,0,2.0,25.0,1,54,9.0,0,51,0,5.67,,,,,,
2020-2023,3998,Jason Holder,Netherlands won in super over after scores were tied; West Indies,,26,25,439,572,33,11,16.88,76.75,26,1223,203.83,16,1101,26,5.4,47.04,,,,,
2020-2023,4741,Jason Kila,Papua New Guinea,Papua New Guinea,7,7,105,181,7,2,15.0,58.01,2,30,5.0,0,65,0,13.0,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,3925,Jason Mohammed,West Indies,,8,7,79,146,6,0,9.88,54.11,8,294,49.0,1,209,8,4.27,36.75,,,,,
2020-2023,4325,Jason Roy,England,,32,29,890,899,121,13,27.81,99.0,0,0,,0,0,0,,,,,,,
2020-2023,4062,Jasprit Bumrah,India,,31,13,72,116,8,0,2.32,62.07,29,1524,254.0,22,1205,46,4.74,33.13,,,,,
2020-2023,4464,Jatinder Singh,Match tied; Oman,Oman,41,40,1152,1502,130,20,28.1,76.7,3,42,7.0,0,37,1,5.29,42.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4856,Jay Virambhai Odedra,Oman,Oman,7,3,4,14,0,0,0.57,28.57,6,210,35.0,0,160,5,4.57,42.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4390,Jayant Yadav,India,India,1,1,2,6,0,0,2.0,33.33,1,60,10.0,0,53,0,5.3,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,6013,Jayden Seales,West Indies,,10,5,17,41,0,0,1.7,41.46,10,439,73.17,3,445,6,6.08,73.17,,,,,
2020-2023,3838,Jaydev Unadkat,India,,1,0,0,0,0,0,0.0,,1,30,5.0,0,16,1,3.2,30.0,,,,,
2020-2023,5025,Jean-Pierre Kotze,Namibia,Namibia,3,3,55,70,9,0,18.33,78.57,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,4474,Jeffrey Vandersay,Sri Lanka,,8,5,18,46,0,0,2.25,39.13,8,373,62.17,3,321,14,5.16,26.64,,,,,
2020-2023,3962,Jeremy Gordon,Canada,,5,3,3,16,0,0,0.6,18.75,5,248,41.33,1,202,12,4.89,20.67,,,,,
2020-2023,4312,Jermaine Blackwood,West Indies,West Indies,1,1,12,18,1,0,12.0,66.67,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4958,Jessy Singh,Match tied; United States,,20,16,208,313,15,6,10.4,66.45,20,960,160.0,7,843,20,5.27,48.0,,,,,
2020-2023,4650,Jhye Richardson,Australia,,3,2,25,23,3,0,8.33,108.7,3,162,27.0,1,161,3,5.96,54.0,,,,,
2020-2023,3724,Joe Denly,England,,3,2,153,182,12,5,51.0,84.07,1,36,6.0,0,41,0,6.83,,,,,,
2020-2023,3981,Joe Root,England,,28,25,666,814,38,6,23.79,81.82,8,224,37.33,0,223,5,5.97,44.8,,,,,
2020-2023,4777,Jofra Archer,England,,7,4,19,26,1,0,2.71,73.08,7,402,67.0,4,344,19,5.13,21.16,,,,,
2020-2023,5028,Johannes Jonathan Smit,Namibia,Namibia,24,21,570,659,30,28,23.75,86.49,20,948,158.0,11,657,30,4.16,31.6,Right,Right hand Bat,Left,Medium Fast,Left arm Medium Fast
2020-2023,7183,John Kariko,Papua New Guinea,Papua New Guinea,3,2,8,12,2,0,2.67,66.67,3,126,21.0,0,114,5,5.43,25.2,Left,Left hand Bat,,,
2020-2023,6037,John Simpson,England,,3,2,20,31,2,0,6.67,64.52,0,0,,0,0,0,,,,,,,
2020-2023,3903,Johnson Charles,West Indies,West Indies,10,10,254,272,32,9,25.4,93.38,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,3900,Jonny Bairstow,England,,33,30,1007,1009,111,30,30.52,99.8,0,0,,0,0,0,,,,,,,
2020-2023,5192,Jonty Jenner,Jersey,,5,5,139,194,8,3,27.8,71.65,0,0,,0,0,0,,,,,,,
2020-2023,3888,Jos Buttler,England,,39,37,1179,1082,86,45,30.23,108.96,0,0,,0,0,0,,,,,,,
2020-2023,7645,Josh Clarkson,New Zealand,,3,2,17,24,2,0,5.67,70.83,3,72,12.0,0,73,3,6.08,24.0,,,,,
2020-2023,3799,Josh Hazlewood,Australia,,41,18,84,76,7,3,2.05,110.53,41,2173,362.17,33,1702,60,4.7,36.22,,,,,
2020-2023,6471,Josh Inglis,Australia,,18,16,302,321,31,7,16.78,94.08,0,0,,0,0,0,,,,,,,
2020-2023,7196,Josh Lawrenson,Jersey,,5,5,243,312,18,2,48.6,77.88,0,0,,0,0,0,,,,,,,
2020-2023,4584,Josh Little,Ireland,,32,12,71,76,9,2,2.22,93.42,30,1517,252.83,11,1495,51,5.91,29.75,,,,,
